Country,Week,Currency code,Budget,Budget type,Campaign type,Impr.,Interactions,Cost,Engagements,Purchase,Conversion goals,Bid strategy type,Clicks,Revenue
Dominican_Republic,3/18/2024,USD,5.92,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,0,0
Dominican_Republic,1/29/2024,USD,5.92,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,0,0
Dominican_Republic,4/1/2024,USD,5.92,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,0,0
Dominican_Republic,3/25/2024,USD,5.92,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,0,0
Dominican_Republic,4/29/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,3/4/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,3/11/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,2/5/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,3/25/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/15/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,2/26/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,3/18/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,1/29/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,2/12/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/1/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/22/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,2/19/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/8/2024,USD,60.6,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/29/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/15/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,1/29/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,2/19/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,2/5/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,3/25/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,2/26/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,3/4/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,2/12/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/8/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/22/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/1/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,3/18/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,3/11/2024,USD,1316,Campaign Total,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,3/4/2024,USD,5.92,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,0,0
Dominican_Republic,3/18/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,4/29/2024,USD,5.92,Daily,Search,11,2,13.93,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,2,0
Dominican_Republic,4/8/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,2/19/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,2/5/2024,USD,5.92,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,0,0
Dominican_Republic,4/22/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,2/12/2024,USD,5.92,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,0,0
Dominican_Republic,2/19/2024,USD,5.92,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize clicks,0,0
Dominican_Republic,2/26/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,4/15/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,3/4/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,2/5/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,1/29/2024,USD,10,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,2/26/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,2/12/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,4/8/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,4/22/2024,USD,50,Daily,Display,"67,150","3,847",153.37,0,5,[PURCHASE/WEBSITE],Maximize Conversions,"3,847",765
Dominican_Republic,3/18/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,3/25/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,4/29/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,3/11/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,1/29/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,2/19/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,4/15/2024,USD,50,Daily,Display,"178,038","10,755",450.5,0,0,[PURCHASE/WEBSITE],Maximize Conversions,"10,755",0
Dominican_Republic,2/5/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,3/4/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,4/1/2024,USD,50,Daily,Display,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize Conversions,0,0
Dominican_Republic,2/19/2024,USD,40.52,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/29/2024,USD,40.52,Daily,Search,211,48,69.19,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,48,0
Dominican_Republic,3/4/2024,USD,40.52,Daily,Search,19,5,5.59,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,5,0
Dominican_Republic,1/29/2024,USD,40.52,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/15/2024,USD,40.52,Daily,Search,"1,847",492,1015.36,0,36,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,492,5508
Dominican_Republic,3/18/2024,USD,40.52,Daily,Search,"1,076",204,382.14,0,10,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,204,1530
Dominican_Republic,4/22/2024,USD,40.52,Daily,Search,"1,107",254,694.26,0,4,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,254,612
Dominican_Republic,4/1/2024,USD,40.52,Daily,Search,956,233,346.25,0,4,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,233,612
Dominican_Republic,3/11/2024,USD,40.52,Daily,Search,734,157,237.18,0,5,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,157,765
Dominican_Republic,2/26/2024,USD,40.52,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,2/5/2024,USD,40.52,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,2/12/2024,USD,40.52,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/8/2024,USD,40.52,Daily,Search,"1,502",344,596.53,0,12,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,344,1836
Dominican_Republic,3/25/2024,USD,40.52,Daily,Search,865,185,348.05,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,185,0
Dominican_Republic,4/8/2024,USD,5000,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,4/15/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,3/11/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/1/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/29/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,3/25/2024,USD,5000,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,2/12/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/15/2024,USD,5000,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,2/19/2024,USD,5000,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,4/8/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/29/2024,USD,5000,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,3/4/2024,USD,5000,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,1/29/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,3/18/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/15/2024,USD,100,Daily,Video,"457,179","343,259",662.19,"343,259",0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,"1,709",0
Dominican_Republic,3/11/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,3/4/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,1/29/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,2/12/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,2/19/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,2/5/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/8/2024,USD,100,Daily,Video,"87,740","54,472",123.49,"54,472",0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,381,0
Dominican_Republic,3/18/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,3/25/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/22/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/1/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,2/26/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/29/2024,USD,100,Daily,Video,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Manual CPV,0,0
Dominican_Republic,4/1/2024,USD,5000,Daily,Search,0,0,0,0,0,[PURCHASE/WEBSITE],Maximize clicks,0,0
Dominican_Republic,2/5/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
Dominican_Republic,4/22/2024,USD,10,Daily,Search,0,0,0,0,0,"[BEGIN_CHECKOUT/WEBSITE, DOWNLOAD/APP, PAGE_VIEW/WEBSITE, PURCHASE/WEBSITE]",Maximize Conversions,0,0
